chr	start	end
5	3285521	3285531
5	4064068	4064078
5	4660897	4660907
5	5621487	5621497
5	5760486	5760496
5	6256659	6256669
5	6748513	6748523
5	7852277	7852287
5	8320955	8320965
5	9269241	9269251
5	10035164	10035174
5	10877138	10877148
5	11584337	11584347
5	13695130	13695140
5	13888120	13888130
5	15560832	15560842
5	16656798	16656808
5	17423997	17424007
5	18981192	18981202
5	19807653	19807663
5	21206579	21206589
5	23872041	23872051
5	25402820	25402830
5	26856256	26856266
5	27803494	27803504
5	30941217	30941227
5	31353215	31353225
5	31646505	31646515
5	31940430	31940440
5	33298958	33298968
5	33951687	33951697
5	34865523	34865533
5	35857080	35857161
5	35860954	35861092
5	35867408	35867565
5	35871158	35871315
5	35873582	35873750
5	35874551	35874644
5	35875614	35875689
5	35876085	35876588
5	37695738	37695748
5	38667683	38667693
5	38942406	38942480
5	38942935	38943073
5	38944548	38944671
5	38945015	38945170
5	38945593	38945826
5	38946570	38946654
5	38947366	38947543
5	38949458	38949529
5	38949814	38950822
5	38952298	38952527
5	38953087	38953193
5	38953563	38953655
5	38954876	38954963
5	38955697	38955806
5	38957754	38957832
5	38958545	38958621
5	38958769	38958933
5	38959297	38959423
5	38959881	38960080
5	38960500	38960635
5	38962417	38962463
5	38962587	38962688
5	38962978	38963143
5	38964894	38964994
5	38966743	38966823
5	38967263	38967329
5	38967439	38967529
5	38968045	38968132
5	38971979	38972061
5	38975639	38975706
5	38978685	38978752
5	38981969	38982138
5	38991051	38991177
5	38996921	38996984
5	39002637	39002768
5	39003660	39003724
5	39021141	39021238
5	39074213	39074260
5	39074431	39074479
5	40233332	40233342
5	40929589	40929599
5	43369888	43369898
5	49696927	49696937
5	50163080	50163090
5	52022708	52022718
5	52848588	52848598
5	53965691	53965701
5	56111401	56111882
5	56152427	56152577
5	56155542	56155742
5	56160561	56160761
5	56161167	56161283
5	56161656	56161804
5	56167737	56167858
5	56168468	56168549
5	56168652	56168832
5	56170859	56171137
5	56174807	56174928
5	56176538	56176629
5	56176910	56177099
5	56177397	56178693
5	56179354	56179506
5	56180491	56180653
5	56181759	56181890
5	56183205	56183347
5	56184053	56184184
5	56189358	56189507
5	56706858	56706868
5	59208793	59208803
5	61784384	61784394
5	63098631	63098641
5	64582047	64582057
5	64881931	64881941
5	65177885	65177895
5	65805849	65805859
5	66513321	66513331
5	67522504	67522837
5	67569218	67569310
5	67569767	67569841
5	67575430	67575561
5	67576356	67576557
5	67576755	67576834
5	67584564	67584579
5	67586557	67586662
5	67588087	67588189
5	67588929	67589027
5	67589131	67589311
5	67589537	67589662
5	67590364	67590506
5	67590976	67591152
5	67591248	67591316
5	67591999	67592169
5	67593240	67593429
5	68085502	68085512
5	68638936	68638946
5	68803297	68803417
5	70885533	70885543
5	72448839	72448849
5	73112381	73112391
5	73423679	73423689
5	74069858	74069868
5	75181743	75181753
5	75842330	75842340
5	75947419	75947711
5	77786759	77786769
5	77916300	77916310
5	79372402	79372412
5	81034555	81034565
5	82263941	82263951
5	84886838	84886848
5	86564269	86564807
5	86564865	86564872
5	86627165	86627317
5	86628324	86628459
5	86629084	86629154
5	86633791	86633908
5	86637107	86637138
5	86642489	86642541
5	86645031	86645181
5	86648974	86649052
5	86658368	86658488
5	86659165	86659321
5	86665630	86665717
5	86667935	86668012
5	86669980	86670137
5	86670657	86670733
5	86672210	86672382
5	86672698	86672857
5	86674213	86674355
5	86675552	86675667
5	86676326	86676412
5	86679530	86679597
5	86681118	86681206
5	86682643	86682720
5	86685210	86685344
5	86686617	86686700
5	88004611	88004621
5	88374033	88374043
5	90050798	90051004
5	90261230	90261350
5	90939749	90939759
5	92154574	92154584
5	93767486	93767496
5	93950270	93950562
5	96238396	96238406
5	96245513	96245523
5	97739039	97739049
5	99152667	99152677
5	99156357	99156367
5	100612026	100612036
5	101671410	101671420
5	102852832	102852842
5	104198254	104198264
5	106848990	106849000
5	107181179	107181189
5	108838231	108838241
5	111225325	111225335
5	112043415	112043579
5	112090588	112090722
5	112102023	112102107
5	112102886	112103087
5	112111326	112111434
5	112116487	112116600
5	112128143	112128226
5	112136976	112137080
5	112151192	112151290
5	112154663	112155041
5	112157593	112157688
5	112162805	112162944
5	112163626	112163703
5	112164553	112164669
5	112170648	112170862
5	112173250	112179823
5	112373713	112373723
5	114133296	114133306
5	114749491	114749501
5	115975958	115975968
5	116214235	116214245
5	117496417	117496427
5	118024788	118024798
5	119369063	119369073
5	122076865	122076875
5	124478472	124478482
5	125471397	125471407
5	126614580	126614590
5	126865979	126866270
5	129194928	129194938
5	131569622	131569632
5	131893017	131893145
5	131894976	131895059
5	131911469	131911620
5	131915009	131915194
5	131915554	131915758
5	131923254	131923382
5	131923616	131923781
5	131924379	131924572
5	131925323	131925529
5	131926916	131927098
5	131927569	131927726
5	131930561	131930736
5	131931265	131931502
5	131938992	131939181
5	131939612	131939738
5	131940498	131940691
5	131944307	131944417
5	131944809	131944901
5	131944975	131945088
5	131951695	131951822
5	131953762	131953986
5	131972807	131972892
5	131973773	131973915
5	131976364	131976497
5	131977870	131978056
5	132885736	132885746
5	133163791	133163801
5	133324853	133324863
5	135412190	135412200
5	136571407	136571417
5	136820570	136820580
5	137801451	137801757
5	137802446	137803770
5	138117614	138117718
5	138118866	138119061
5	138145727	138145893
5	138147872	138147991
5	138160219	138160488
5	138163204	138163407
5	138221901	138221981
5	138223179	138223331
5	138240038	138240130
5	138253431	138253587
5	138260199	138260399
5	138260945	138261096
5	138264935	138265045
5	138266162	138266343
5	138266519	138266624
5	138268267	138268401
5	138268577	138268647
5	138269491	138269778
5	139975461	139975471
5	140528715	140528725
5	140590761	140590771
5	141586295	141586305
5	142150327	142150480
5	142252965	142253060
5	142254675	142254736
5	142258939	142259010
5	142264863	142264964
5	142273803	142273913
5	142281500	142281604
5	142283105	142283234
5	142287269	142287369
5	142292764	142292858
5	142311612	142311690
5	142393645	142393681
5	142416761	142416826
5	142421381	142421455
5	142434004	142434091
5	142435593	142435651
5	142437207	142437312
5	142500553	142500712
5	142513532	142513670
5	142526796	142526946
5	142586763	142587038
5	142593562	142593653
5	142601923	142602011
5	143076511	143076521
5	144492902	144492912
5	146689780	146689790
5	148445341	148445633
5	148636091	148636101
5	149495326	149495509
5	149497181	149497413
5	149498310	149498415
5	149499030	149499129
5	149499575	149499686
5	149500451	149500573
5	149500767	149500885
5	149501443	149501603
5	149502605	149502764
5	149503813	149503923
5	149504290	149504394
5	149505008	149506070
5	149506083	149506177
5	149506190	149507162
5	149507401	149509319
5	149509320	149509531
5	149510102	149510225
5	149511542	149511657
5	149512313	149512505
5	149513149	149513323
5	149513444	149513571
5	149514313	149514579
5	149515118	149515441
5	149516571	149516610
5	150426863	150426873
5	151049399	151049409
5	153037209	153037219
5	153363329	153363339
5	154888138	154888148
5	156697649	156697659
5	156766703	156766713
5	158470058	158470068
5	159124568	159124578
5	160220587	160220597
5	162600913	162600923
5	162716739	162716946
5	163958488	163958498
5	165260956	165260966
5	166743697	166743707
5	167541143	167541153
5	168243742	168243752
5	169075636	169075646
5	169613976	169613986
5	169759697	169759989
5	169892775	169892785
5	170202978	170202988
5	170814953	170815010
5	170817055	170817134
5	170818309	170818428
5	170818710	170818803
5	170819714	170819820
5	170819918	170819982
5	170827157	170827214
5	170827843	170827929
5	170832306	170832407
5	170833401	170833409
5	170834704	170834778
5	170837531	170837569
5	171125477	171125487
5	171787115	171787125
5	173022224	173022234
5	174893552	174893562
5	176332283	176332493
5	176333012	176333048
5	176334115	176334178
5	176335524	176335695
5	176338312	176338390
5	176370336	176370489
5	176378475	176378578
5	176382960	176383036
5	176385094	176385155
5	176395556	176396292
5	176396602	176396707
5	176397743	176397867
5	176402397	176402481
5	176409470	176409616
5	176516604	176516694
5	176517391	176517654
5	176517746	176517826
5	176517939	176518105
5	176518686	176518809
5	176519322	176519512
5	176519647	176519785
5	176520139	176520332
5	176520333	176520552
5	176520655	176520776
5	176522331	176522441
5	176522534	176522724
5	176523058	176523180
5	176523288	176523358
5	176523605	176523742
5	176524293	176524398
5	176524528	176524677
5	176562105	176563031
5	176618885	176619020
5	176631121	176631293
5	176636637	176639196
5	176662822	176662946
5	176665238	176665508
5	176666757	176666866
5	176671196	176671271
5	176673679	176673797
5	176675182	176675325
5	176678731	176678854
5	176683952	176684152
5	176686990	176687169
5	176694563	176694719
5	176696603	176696808
5	176700673	176700785
5	176707566	176707835
5	176709466	176709582
5	176710788	176710929
5	176715820	176715926
5	176718955	176719159
5	176720833	176722460
5	176872489	176872499
5	177857942	177857952
5	179131138	179131148
5	179670523	179670533
5	180030192	180030390
5	180035281	180035284
5	180035968	180036053
5	180036905	180037025
5	180038331	180038479
5	180039506	180039611
5	180040011	180040110
5	180041068	180041179
5	180043367	180043489
5	180043900	180043994
5	180045770	180045920
5	180046021	180046109
5	180046253	180046366
5	180046665	180046769
5	180047173	180047308
5	180047609	180047715
5	180047876	180048007
5	180048106	180048252
5	180048542	180048904
5	180049731	180049839
5	180050935	180051061
5	180052869	180053031
5	180053111	180053265
5	180055882	180055999
5	180056259	180056427
5	180056696	180056835
5	180056943	180057105
5	180057225	180057337
5	180057555	180057799
5	180058682	180058778
5	180076488	180076545
6	393153	393368
6	394821	395007
6	395847	395935
6	397108	397252
6	398828	398935
6	401424	401777
6	405018	405130
6	407455	407598
6	417722	417732
6	1440452	1440462
6	2039039	2039049
6	2608990	2609000
6	4464130	4464140
6	5591861	5591871
6	6641530	6641540
6	6845029	6845039
6	7182145	7182315
6	7187667	7187756
6	7189392	7189555
6	7204731	7204741
6	7211037	7211181
6	7211806	7211942
6	7226700	7226889
6	7229230	7232140
6	7240671	7240835
6	7246657	7247454
6	7248744	7249201
6	8001332	8001342
6	8899265	8899275
6	10388963	10388973
6	10728447	10728457
6	11501924	11502131
6	12795026	12795036
6	14105502	14105512
6	15035412	15035422
6	16032428	16032438
6	17019421	17019431
6	17879213	17879223
6	18930555	18930565
6	20109691	20109701
6	20971021	20971031
6	21994739	21994749
6	23002327	23002337
6	24693070	24693080
6	25885547	25885557
6	26031878	26032288
6	26056015	26056656
6	26156619	26157278
6	26271202	26271612
6	27777852	27778262
6	29178509	29178519
6	29519843	29519853
6	29910331	29910403
6	29910534	29910803
6	29911045	29911320
6	29911899	29912174
6	29912277	29912393
6	29912836	29912868
6	29913011	29913058
6	29913228	29913232
6	30361188	30361198
6	30656438	30656719
6	30657053	30657247
6	30657818	30658020
6	30658619	30658751
6	31209040	31209050
6	31236946	31236950
6	31237115	31237162
6	31237270	31237302
6	31237743	31237862
6	31237987	31238262
6	31238850	31239125
6	31239376	31239645
6	31239776	31239848
6	31322260	31322303
6	31322410	31322442
6	31322884	31323000
6	31323094	31323369
6	31323944	31324219
6	31324465	31324734
6	31324863	31324935
6	31548486	31548940
6	31549336	31549407
6	31549591	31549636
6	31550033	31550194
6	31610524	31610534
6	32738110	32738120
6	32910419	32910624
6	33053677	33053687
6	33235750	33235760
6	33286520	33286579
6	33286774	33286996
6	33287157	33287631
6	33287788	33288001
6	33288157	33288368
6	33288513	33289344
6	33289496	33289702
6	33290639	33290691
6	33795123	33795133
6	35420323	35420570
6	35423524	35424130
6	35425333	35425377
6	35425693	35425761
6	35426074	35426217
6	35427108	35427231
6	35427459	35427537
6	35428329	35428395
6	35430566	35430691
6	35434021	35434122
6	35713482	35713492
6	36645614	36645710
6	36651874	36652323
6	36653528	36653577
6	37138079	37138433
6	37138549	37138655
6	37138757	37138807
6	37138901	37139267
6	37140772	37140948
6	37141710	37141867
6	37572139	37572149
6	38399955	38399965
6	39702331	39702341
6	40427274	40427284
6	41619872	41619882
6	41903678	41903845
6	41904297	41904433
6	41904973	41905132
6	41908108	41908323
6	41908690	41908737
6	41909190	41909387
6	43396851	43396861
6	43550057	43550193
6	43550744	43550878
6	43555009	43555226
6	43565433	43565602
6	43568725	43568828
6	43571321	43571442
6	43571541	43571628
6	43571629	43571748
6	43572085	43572206
6	43572352	43572475
6	43572991	43573056
6	43578291	43578460
6	43581397	43582294
6	43582524	43582645
6	43738444	43739049
6	43742078	43742129
6	43742566	43742687
6	43743447	43743568
6	43745047	43745168
6	43745206	43745402
6	43746197	43746273
6	43746350	43746471
6	43746626	43746655
6	43748469	43748591
6	43749693	43749824
6	43752278	43752365
6	44226956	44227021
6	44227780	44228019
6	44228188	44228276
6	44229363	44229585
6	44230297	44230399
6	44232719	44233500
6	44645731	44645741
6	46142434	46142444
6	48148331	48148341
6	48994610	48994620
6	49654161	49654171
6	50646170	50646180
6	51891548	51891558
6	52331934	52331944
6	54588064	54588074
6	55620331	55620480
6	55623803	55623913
6	55625255	55625331
6	55638847	55639041
6	55659077	55659225
6	55684453	55684645
6	55739174	55739663
6	55928014	55928024
6	58585241	58585251
6	62539744	62539754
6	63422000	63422010
6	64193102	64193112
6	65488021	65488031
6	67900634	67900644
6	69575798	69575808
6	70389646	70389656
6	71509940	71510146
6	71556561	71556571
6	73649406	73649416
6	76192039	76192049
6	77585012	77585022
6	79655472	79655482
6	79659165	79659175
6	79742639	79742931
6	82304208	82304218
6	83152688	83152698
6	85304177	85304187
6	87349158	87349168
6	87984381	87984391
6	88436921	88437041
6	88893505	88893515
6	89958831	89959038
6	91655107	91655117
6	92335045	92335055
6	93555748	93555758
6	94303024	94303034
6	95066957	95066967
6	98476646	98476656
6	99468937	99468947
6	100593017	100593027
6	103286455	103286465
6	106348573	106348583
6	106534429	106534470
6	106536076	106536324
6	106543490	106543609
6	106546961	106546969
6	106547175	106547427
6	106552700	106553808
6	106554246	106554374
6	106554786	106555361
6	107151517	107151527
6	109692183	109692193
6	109954247	109954257
6	110804009	110804019
6	111283587	111283597
6	111924405	111924415
6	113770017	113770027
6	114416942	114416952
6	117439925	117439935
6	117609655	117609965
6	117622137	117622300
6	117629957	117630091
6	117631244	117631444
6	117632183	117632280
6	117638306	117638435
6	117639351	117639415
6	117641031	117641193
6	117642422	117645477
6	117645495	117645578
6	117645597	117647386
6	117647387	117650491
6	117650492	117650609
6	117650611	117652234
6	117652352	117652593
6	117654148	117654269
6	117655583	117655704
6	117657136	117657496
6	117657734	117658334
6	117658335	117658503
6	117662298	117662474
6	117662563	117662795
6	117663563	117663707
6	117665223	117665425
6	117674153	117674332
6	117677792	117678078
6	117678967	117679172
6	117680972	117681174
6	117681505	117681568
6	117683766	117684028
6	117686223	117686367
6	117686744	117686904
6	117687239	117687453
6	117700222	117700322
6	117704480	117704671
6	117706846	117707024
6	117708052	117708162
6	117708943	117709197
6	117710513	117711009
6	117714387	117714484
6	117715325	117715509
6	117715779	117715901
6	117717351	117717427
6	117718078	117718279
6	117724302	117724440
6	117725443	117725591
6	117730745	117730805
6	117737421	117737480
6	117739625	117739669
6	117746697	117746819
6	118773604	118773614
6	121158970	121158980
6	123196335	123196345
6	125200996	125201006
6	126970890	126970900
6	127440338	127440434
6	127469793	127469984
6	127471571	127471717
6	127476386	127476583
6	127516968	127517152
6	127936841	127936851
6	129982280	129982290
6	130508971	130508981
6	131188307	131188317
6	132140198	132140208
6	134171474	134171484
6	134873982	134873992
6	135502652	135502674
6	135507041	135507158
6	135508972	135509043
6	135510929	135511021
6	135511265	135511485
6	135513462	135513696
6	135514976	135515056
6	135515494	135515598
6	135516886	135517140
6	135518099	135518461
6	135520046	135520188
6	135521223	135521337
6	135521428	135521553
6	135522777	135522887
6	135524355	135524462
6	135539002	135539118
6	135649008	135649018
6	136482721	136482731
6	136582248	136582253
6	136582403	136582615
6	136588167	136588313
6	136589300	136589477
6	136590575	136590750
6	136593133	136593217
6	136594220	136594325
6	136596670	136596839
6	136596981	136597646
6	136599003	136599914
6	136600901	136601004
6	137253529	137253539
6	137979966	137979976
6	138192365	138192659
6	138195982	138196172
6	138196825	138196972
6	138197133	138197303
6	138198213	138198393
6	138199569	138200488
6	138201208	138201389
6	138202172	138202456
6	139304060	139304070
6	141894530	141894540
6	143308874	143308884
6	144598979	144598989
6	146900027	146900037
6	147617308	147617318
6	147973836	147973846
6	150935551	150935561
6	152129048	152129499
6	152163732	152163928
6	152201790	152201906
6	152265308	152265643
6	152332791	152332929
6	152382126	152382259
6	152408121	152408131
6	152415520	152415703
6	152419867	152420101
6	152446401	152446483
6	152462336	152462466
6	152497527	152497697
6	152621774	152621918
6	152725346	152725451
6	153408703	153408713
6	153873003	153873013
6	154455786	154456077
6	154757308	154757318
6	155246713	155246723
6	155649650	155649660
6	156319884	156319894
6	157099064	157100605
6	157150361	157150555
6	157192748	157192786
6	157222510	157222659
6	157256600	157256710
6	157343614	157343624
6	157405796	157406039
6	157431606	157431695
6	157454162	157454341
6	157469758	157470085
6	157488174	157488319
6	157495142	157495251
6	157495981	157496139
6	157502103	157502312
6	157505365	157505569
6	157510776	157510914
6	157511172	157511344
6	157517299	157517449
6	157519945	157520041
6	157521839	157522622
6	157525000	157525130
6	157527301	157529025
6	158678865	158678875
6	160211334	160211344
6	160575197	160575207
6	161771131	161771243
6	161781120	161781237
6	161807826	161807909
6	161956670	161956680
6	161969886	161970035
6	161990387	161990448
6	162206804	162206940
6	162394334	162394449
6	162424574	162424584
6	162475123	162475206
6	162622163	162622284
6	162683557	162683797
6	162752688	162752698
6	162864342	162864505
6	162920368	162920378
6	163148694	163148700
6	163306075	163306085
6	163836226	163836367
6	163876311	163876453
6	163899812	163899928
6	163956014	163956157
6	163983014	163983101
6	163984452	163984777
6	163985699	163985742
6	163986978	163987003
6	163987753	163987827
6	163991726	163991742
6	165006536	165006546
6	166651576	166651586
6	167509873	167509883
6	168112030	168112040
6	169347505	169347515
6	169743492	169743502
7	1530431	1530441
7	2946272	2946476
7	2949684	2949799
7	2951806	2951930
7	2952921	2953100
7	2954871	2955006
7	2956924	2957019
7	2958125	2958221
7	2959006	2959246
7	2962268	2962394
7	2962766	2962967
7	2963867	2963999
7	2966373	2966425
7	2968232	2968332
7	2969626	2969708
7	2972169	2972220
7	2974087	2974263
7	2976671	2976868
7	2977541	2977666
7	2978313	2978465
7	2979383	2979562
7	2983846	2984171
7	2985453	2985590
7	2987209	2987421
7	2998134	2998140
7	3220282	3220292
7	3496027	3496037
7	4605857	4605867
7	6013030	6013173
7	6017219	6017421
7	6018227	6018327
7	6022455	6022622
7	6026390	6027251
7	6029431	6029586
7	6031604	6031688
7	6035165	6035264
7	6036957	6037054
7	6038739	6038906
7	6042084	6042311
7	6043321	6043423
7	6043603	6043689
7	6045523	6045662
7	6048628	6048650
7	6066456	6066466
7	6414367	6414401
7	6426843	6426914
7	6431555	6431672
7	6438293	6438349
7	6439757	6439819
7	6441499	6441658
7	6441947	6442077
7	8425271	8425281
7	9015603	9015613
7	10875889	10875899
7	11752124	11752134
7	13010190	13010200
7	13935491	13935712
7	13940363	13940464
7	13946055	13946224
7	13949257	13949325
7	13950864	13950932
7	13971127	13971374
7	13975333	13975521
7	13978742	13978871
7	14017052	14017105
7	14025741	14025801
7	14026263	14026310
7	14027711	14027798
7	14028633	14028677
7	14591347	14591357
7	15047275	15047285
7	16061003	16061013
7	16693117	16693127
7	17171733	17171743
7	17528016	17528026
7	18233453	18233463
7	19005072	19005082
7	21091926	21091936
7	21775256	21775464
7	22151963	22151973
7	24422063	24422073
7	24913071	24913362
7	25435640	25435650
7	26617100	26617110
7	28478620	28478630
7	29276687	29276697
7	31474155	31474165
7	31813380	31813390
7	32243355	32243365
7	34230365	34230375
7	34540555	34540565
7	35407139	35407149
7	36269279	36269289
7	37378231	37378241
7	37925433	37925443
7	38853939	38853949
7	39662263	39662273
7	40150282	40150292
7	40826757	40826767
7	41067776	41067786
7	41974718	41974728
7	42690598	42690608
7	43371847	43371857
7	45629840	45629850
7	47250226	47250236
7	48743930	48743940
7	49761357	49761367
7	50358658	50358697
7	50367234	50367353
7	50435704	50436068
7	50437220	50437233
7	50444231	50444491
7	50450238	50450405
7	50455043	50455168
7	50459427	50459561
7	50467616	50468325
7	50545088	50545098
7	50546256	50546266
7	50709645	50709655
7	51170007	51170017
7	52518656	52518666
7	53416985	53416995
7	53967831	53967841
7	55086971	55087058
7	55088355	55088476
7	55090319	55090440
7	55095137	55095258
7	55099776	55099897
7	55105260	55105381
7	55107136	55107257
7	55107409	55107530
7	55108657	55108778
7	55109117	55109238
7	55113035	55113156
7	55113688	55113809
7	55116495	55116616
7	55126938	55127059
7	55127724	55127845
7	55128147	55128268
7	55132020	55132141
7	55138328	55138449
7	55140236	55140459
7	55140726	55140847
7	55141257	55141378
7	55141426	55141590
7	55141848	55141969
7	55142375	55142496
7	55151477	55151598
7	55152277	55152398
7	55152607	55152728
7	55153104	55153225
7	55154576	55154697
7	55155312	55155433
7	55209979	55210130
7	55210998	55211181
7	55214299	55214433
7	55218987	55219055
7	55220239	55220357
7	55221704	55222842
7	55223174	55223521
7	55223523	55223639
7	55224226	55224352
7	55224452	55224536
7	55225356	55225446
7	55227832	55228031
7	55229192	55229324
7	55231426	55231516
7	55232973	55233130
7	55236216	55236222
7	55238000	55238237
7	55238868	55238906
7	55240676	55240817
7	55241614	55241736
7	55242415	55242513
7	55248986	55249171
7	55259412	55259567
7	55260459	55260534
7	55266410	55266556
7	55268009	55268106
7	55268881	55269048
7	55269428	55269475
7	55270210	55270458
7	55272949	55273310
7	57316911	57316921
7	63905772	63905976
7	66116051	66116061
7	66453358	66453486
7	66456124	66456288
7	66458204	66458404
7	66459199	66459328
7	66460277	66460404
7	68003187	68003197
7	68182017	68182027
7	70132942	70132952
7	71299782	71299792
7	75322544	75322554
7	77545099	77545109
7	79699806	79699816
7	80864515	80864525
7	81878020	81878030
7	82389953	82390102
7	82857193	82857203
7	86625637	86625647
7	86880455	86880465
7	88441559	88441569
7	89843555	89843565
7	90518272	90518282
7	90820625	90820635
7	92236769	92236890
7	92243659	92243780
7	92244372	92244600
7	92245398	92245519
7	92246684	92246805
7	92247052	92247173
7	92247386	92247521
7	92252350	92252400
7	92253912	92254033
7	92254725	92254846
7	92255664	92255785
7	92263290	92263411
7	92264350	92264471
7	92273476	92273597
7	92275461	92275582
7	92279303	92279424
7	92279633	92279754
7	92280635	92280756
7	92283202	92283323
7	92288046	92288167
7	92290218	92290339
7	92295357	92295478
7	92299904	92300025
7	92300740	92300849
7	92308738	92308859
7	92313673	92313794
7	92315270	92315391
7	92317692	92317813
7	92324295	92324416
7	92326408	92326529
7	92329066	92329187
7	92329897	92330018
7	92332315	92332436
7	92339821	92339942
7	92353272	92353393
7	92354633	92354768
7	92354940	92355107
7	92355165	92355286
7	92356254	92356375
7	92366783	92366904
7	92369708	92369829
7	92404010	92404145
7	92462405	92462637
7	93225113	93225123
7	94484332	94484342
7	95619068	95619078
7	96539866	96539876
7	97982098	97982108
7	101007772	101007782
7	101459311	101459373
7	101460920	101460949
7	101559395	101559505
7	101671378	101671425
7	101713619	101713697
7	101740644	101740781
7	101747616	101747739
7	101754978	101755054
7	101758487	101758553
7	101801840	101801888
7	101813726	101813830
7	101821749	101821937
7	101833093	101833151
7	101837122	101837170
7	101838787	101838883
7	101839914	101840585
7	101842082	101842147
7	101843351	101843452
7	101844640	101845484
7	101847671	101847836
7	101848394	101848450
7	101870647	101870949
7	101877332	101877520
7	101882600	101882864
7	101891692	101892322
7	101916637	101916764
7	101917515	101917581
7	101918518	101918630
7	101921220	101921336
7	101923329	101923412
7	101924096	101924152
7	101925132	101925212
7	101926004	101926068
7	101926313	101926382
7	103375034	103375044
7	104305756	104305766
7	105519819	105519829
7	106336806	106336816
7	107490873	107490883
7	108660731	108660741
7	110073544	110073554
7	110660050	110660060
7	111769525	111769535
7	114956053	114956063
7	115895713	115895723
7	116317817	116317938
7	116318942	116319063
7	116319866	116319987
7	116320979	116321100
7	116323876	116323997
7	116325089	116325210
7	116325266	116325387
7	116330818	116330939
7	116333991	116334112
7	116338598	116338719
7	116339139	116340338
7	116342220	116342341
7	116346543	116346664
7	116354465	116354586
7	116365353	116365474
7	116369127	116369248
7	116371722	116371913
7	116380004	116380138
7	116380906	116381079
7	116395409	116395569
7	116397491	116397593
7	116397692	116397828
7	116398513	116398674
7	116398703	116398824
7	116399071	116399192
7	116399391	116399544
7	116401609	116401730
7	116403104	116403322
7	116405327	116405448
7	116409699	116409920
7	116411552	116411708
7	116411903	116412043
7	116414935	116415165
7	116417443	116417523
7	116418830	116419011
7	116422042	116422151
7	116423358	116423523
7	116426959	116427080
7	116430302	116430423
7	116435356	116435477
7	116435709	116435845
7	116435941	116436178
7	116438368	116438561
7	116438594	116438715
7	117589203	117589213
7	120661846	120661856
7	122097053	122097063
7	123245005	123245015
7	123275710	123276002
7	124464016	124464128
7	124465306	124465411
7	124467268	124467359
7	124469308	124469396
7	124475333	124475468
7	124481027	124481232
7	124482861	124483017
7	124486996	124487052
7	124491926	124492005
7	124493026	124493192
7	124499011	124499166
7	124503404	124503694
7	124510965	124511095
7	124532320	124532434
7	124537219	124537227
7	125280078	125280088
7	127189597	127189607
7	127903534	127903544
7	128619410	128619420
7	128828993	128829323
7	128843225	128843430
7	128845044	128845253
7	128845451	128845623
7	128845991	128846210
7	128846305	128846428
7	128848600	128848692
7	128849130	128849238
7	128850204	128850389
7	128850806	128850954
7	128851477	128851611
7	128851865	128852292
7	129944989	129944999
7	131095303	131095313
7	132263590	132263600
7	132735926	132735936
7	133920438	133920448
7	134351752	134351762
7	135483046	135483056
7	135939280	135939290
7	136732754	136732764
7	138497220	138497230
7	139591855	139591865
7	140434397	140434570
7	140439612	140439746
7	140449087	140449218
7	140453075	140453193
7	140453987	140454033
7	140476712	140476888
7	140477791	140477875
7	140481376	140481493
7	140481495	140481735
7	140481972	140482332
7	140482450	140482820
7	140482821	140484483
7	140484721	140486754
7	140487111	140487306
7	140487348	140487384
7	140487426	140488426
7	140488663	140488784
7	140489022	140489501
7	140489858	140490577
7	140490934	140493445
7	140493682	140494107
7	140494108	140495835
7	140496072	140498105
7	140498343	140498703
7	140498939	140500161
7	140500162	140500281
7	140500282	140501211
7	140501212	140501360
7	140507760	140507862
7	140508692	140508795
7	140534409	140534672
7	140549911	140550012
7	140624366	140624503
7	140964270	140964280
7	141420259	141420269
7	142457336	142457375
7	142458406	142458565
7	142459625	142459878
7	142460282	142460418
7	142460719	142460871
7	143082022	143082032
7	144441747	144441757
7	146354020	146354030
7	147185332	147185342
7	147638718	147638728
7	148504738	148504798
7	148506163	148506247
7	148506402	148506482
7	148507425	148507506
7	148508717	148508812
7	148511051	148511229
7	148512006	148512131
7	148512598	148512638
7	148513776	148513870
7	148514314	148514483
7	148514969	148515209
7	148516688	148516779
7	148523546	148523724
7	148524256	148524358
7	148525832	148525972
7	148526820	148526940
7	148529726	148529842
7	148543562	148543690
7	148544274	148544390
7	148965022	148965032
7	151164205	151164297
7	151167657	151167738
7	151168480	151168527
7	151168635	151168691
7	151174419	151174501
7	151181823	151181890
7	151188029	151188100
7	151209769	151209779
7	151216546	151216597
7	151254287	151254318
7	151257610	151257703
7	151261164	151261310
7	151262432	151262469
7	151262806	151262971
7	151265802	151265928
7	151267257	151267311
7	151269750	151269795
7	151271977	151272035
7	151273457	151273538
7	151292431	151292540
7	151329155	151329224
7	151372506	151372723
7	151432986	151433079
7	151463507	151463517
7	151478238	151478517
7	151483556	151483627
7	151573592	151573705
7	151833917	151834009
7	151835881	151835989
7	151836271	151836344
7	151836760	151836876
7	151841798	151841966
7	151842238	151842380
7	151843684	151843820
7	151845118	151846237
7	151847985	151848092
7	151848527	151848666
7	151849790	151850039
7	151851095	151851231
7	151851352	151851530
7	151852995	151853142
7	151853290	151853431
7	151855948	151856157
7	151859202	151860911
7	151864231	151864463
7	151866271	151866334
7	151868349	151868427
7	151871216	151871327
7	151873276	151875095
7	151876919	151877211
7	151877796	151879679
7	151880059	151880241
7	151882643	151882716
7	151884347	151884561
7	151884800	151884932
7	151891094	151891213
